App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Google Photos,"When Photos become pushy manipulative? It's always unzipping trousers waving montages, panoramas housekeeping zeal face. When I open Photos, I want see edit work, watch get undermined erased Google's friendly megalomania.",Positive,0.1875,0.5
Google Photos,"It consumes much data, takes much time load pic. Always stucks, really takes much time Data. It takes much patience n I liking problem emergency.. also I expect b even easier. And auto face recognition storage respective people. Some features b added make easy .",Positive,0.2047619047619047,0.2761904761904762
Google Photos,"I never want share photos device. I never want Google organisation read data concerning photos device. I want completely remove personal smartphone. Yet I can't I able uninstall updates, leaving original insecure version. If I get different phone Google similar I remove. If I good smart phone I able participate fully functoning member society, employed supporting family. I see reason I must allow Google access personal life order basic right live life fullest. I DO NOT agree terms conditions give Google permission read ANY data phone using application. To comply I want Google provide valid means completely remove device.",Positive,0.1663352272727272,0.4955357142857143
Google Photos,"I never disappointed life. I backed phone, I thought. So I reset phone factory settings I went recover pictures I got back 15. The pictures VANISHED Stepdaughter died 13th July THOSE pictures used memorial service. If thinking downloading I STRONGLY RECOMMEND YOU DON'T.",Positive,0.2020833333333333,0.3708333333333333
Google Photos,"I go back photos find back nice albums I've already created??? I go online manually add picture album??? Absolutely outrageous. And even worse, I want save photos cloud device, I can't folder. I manually add single photo separately. This truly could made inconvenient. An update: I longer anything all, immediately corrupted unable accessed.",Negative,-0.2464285714285714,0.5392857142857144
Google Photos,"Absolute rubbish. Every time I organise photos/videos give day 2 Bam, half disappear never seen again. Storage Cleanup off, way photos etc get deleted, especially around 100 gigs space free. would think fortune 500 company would pull stuff together - busy gathering personal information.",Positive,0.0888888888888888,0.5777777777777776
Google Photos,"I lost hundreds downloaded photos app. Whenever transfer downloaded images another folder, time get deleted automatically leaving 4 images every time. It's frustrating!",Negative,-0.5,0.9
Google Photos,This best photos especially kids. It makes slide shows grow gives feels every time I see new one. You can't put price it. I love it.,Positive,0.409090909090909,0.5886363636363636
Google Photos,"Been LOT issues app. Photos show thing screen, picture taken looks nothing like looked display. Instead rich, vibrant colors showed screen, color pictures barely there. Looking washed faded. And past several weeks now, photos backup, remains stuck ""getting ready backup, regardless I do, I done everything nothing helped. And photo update made things worse.",Positive,0.0202380952380952,0.3619047619047619
Google Photos,I love app! It's easy best part Google assistant short movies puts together you. Today made son's first year I nearly cried. So beautiful! Keep great work Google!,Positive,0.5510416666666667,0.5645833333333333
Google Photos,What f wrong new update. It worsen photo viewing handling experience. It automatically shifted pics wothout order. And worse I'm unable even find pics viewer. I wish older version could come again. It simple easy use.,Negative,-0.0948051948051948,0.5683364254792826
Google Photos,"Easy use, somewhat limited capabilities. There's way add notes photograph, photo editing features extensive I would like. And there's way tell save photographs SD card instead cloud. So sometimes, I'm outside city, reach cell phone Networks, I can't show photos friends. This happens even though I chose settings keep photographs phone.",Positive,0.0904761904761904,0.3398809523809524
Google Photos,"I'm using Google Photos since first version. Since days development slowed down, still far away picasa. What I really miss taging function. Google, implement simple functions? What new, changelog always same. Please field! You Google, expect others it..",Positive,0.0758297258297258,0.3941300762729334
Google Photos,"Overall, spoiled photo offerings. From seamless backup access, shared content, surprisingly good video collages automatically makes (all FREE), Google Photos sets bar. And set high.",Positive,0.2719999999999999,0.408
Google Photos,"Forced Android phone. When I send photo someone else, automatically gives email without permission. Having difficulty downloading photos save computer back hard drive. The ""cloud"" I want, useful me.",Negative,-0.0729166666666667,0.1854166666666666
Google Photos,It sucks try share someoent tries share acts like going pull hours never freezes up!! But personal business works fine wants personal information,Positive,0.0267361111111111,0.3166666666666667
Google Photos,"I love Pixel 2, forced Google Photos garbage. There many features way overboard simple photo app. I want open gallery see pictures row look organized. Not forced sort day month year. It dumb scroll far see picture I see right away. The UI looks awful can't change anything it. Nothing user friendly. I tried using almost year gotten better. This sucks.",Positive,0.0335164835164835,0.5148351648351649
Google Photos,"Its difficult image phone's gallery. Hence, Im ready clear photos even Ive backed G.Photo. Pls solve issue.",Negative,-0.0666666666666666,0.6277777777777778
Google Photos,"Extremely sluggish Huawei P20 Pro. Swiping image image simply takes forever. Every phone silky smooth. Plus, double tapping zoom zoom again, also work. Terribly disappointed. Fix it, Google!",Negative,-0.1325,0.5214285714285715
Google Photos,"Overall quite good, current flow swiping pictures exhausting. I want swipe next one, even fully zoomed out. Currently, picture must absolutely 100%, quite annoying",Negative,-0.0375,0.4624999999999999
Google Photos,"I love saves memories well make movie feature I changed. Afterr update features disappeared, can't add title anymore, can't control volume music contrast actual video anymore, removed themes option. Its disappointing, feel quality videos I make diminished.",Negative,-0.0333333333333333,0.4666666666666666
Google Photos,"Garbage ,just like ever single Google product ,photos even sync backup even day later And simple refresh option. This sucks even worse I got Android TV thinking I could see photos TV even photos Android TV play store ,are seriously dumb? Even I sideload I even see photos took day ago garbage , garbage ecisustem , garbage company",Negative,-0.1910714285714285,0.3285714285714285
Google Photos,Absolutely love backup option this. My mobile broke Jan thankfully pictures backed Google repair phone external storage,Positive,0.25,0.35
Google Photos,"I installed ""Google Photos"" IOS devices Samsung tablet idea automatically would sync pics IOS devices Samsung tablet visa versa. Photos actually uploaded Samsung tablet stored app, photos stored app... Full Review",Positive,0.175,0.325
Google Photos,"You guys take snap shots, videos I turned coolest videos desperately needed slideshows I really appreciate all. Our grandparents parents spent hours converting photographs slideshows eight millimeter video LaserDisc. Now everytime I group put together better slideshow better collage better movie child's life I ever time thank much.",Positive,0.1714285714285714,0.4285714285714285
Google Photos,"Why add damn FOLDERS? IF I backup images phone, I store organize things image folders (I name accordingly.), I want Google Photos respect ALSO HAVE *SAME* FOLDERS, instead grouping pics single Album....",Negative,-0.0357142857142857,0.1696428571428571
Google Photos,Great way backup photos. I lost database phone Google Photos photos videos backed up! The auto-generated videos animations pretty nice too.,Positive,0.6166666666666667,0.9166666666666666
Google Photos,Everything spread out. And everything different folders I ask for. I want photos area unless I permit otherwise,Neutral,0.0,0.6
Google Photos,There editing options shared pics. It's quite difficult edit old pics like searching different timelines. Please make happen.,Negative,-0.1333333333333333,0.6
Google Photos,A rubbish app. Only photos videos seen clearly saved device storage. I backed photos videos deleted everything device except buffering nothing happens photos videos Google photos.,Positive,0.05,0.6916666666666667
Google Photos,Free space keep pictures videos safe cloud. Time Hop feature let's ylook back memories. It also creates fun slideshows adds animation help make events trips fun look back on.,Positive,0.25,0.2833333333333333
Google Photos,Google photos useful app. It various things suggests user eventually cool stuff keep save. It helped lot videos took photos shot. Great honest.,Positive,0.41,0.5599999999999999
Google Photos,Still love it. The face feature convenient take pictures people lot. I would suggest notification something get permission user facial recognition avoid legal issues. I also thought would pretty sweet pet recognition feature.,Positive,0.2599999999999999,0.49
Google Photos,I even really there. But since update gone photo made even better without ask it. It's amazing!!!!,Positive,0.5666666666666667,0.5333333333333333
Google Photos,"I think well laid quickly easily view collection photographs. Exploring within led wonderful ways arrange, store share others memories I hold dear. Thank thoughtful generous gift.",Positive,0.6111111111111112,0.7777777777777778
Google Photos,Everything good except option select folders upload. For example option de-select facebook/messenger folders located DCIM folder reason many scrap images take screenshots receive messenger uploaded . I even submited google problem response.,Positive,0.6,0.55
Google Photos,Excellent photo free storage cloud. Needs better photo editing features better integration Snapseed. Ability delete pictures album view would nice. Or link back actual picture location instead forcing search find picture delete edit,Positive,0.4285714285714285,0.5571428571428572
Google Photos,"It took moment get used Google Photo compared normal gallery 100% better traditional photo app. Hello back up?! Love, love, love!",Positive,0.325,0.5285714285714286
Google Photos,Constant notifications. Very annoying app. It needs chill realize I care daily collages,Negative,-0.3333333333333333,0.4444444444444444
Google Photos,Like I'm full screen notification update whenever there's new update I go open app. I want update I wish way opt notification annoying close I access pictures.,Negative,-0.0784090909090909,0.6011363636363637
Google Photos,"It's getting there. The tell many photos every grouping, albums. Shared albums show albums shared section always find looking for. I still see stars hearts app. I'm sure I can't see I wife set partner using substratum hides it. I say, I can't see even substratum disabled.",Positive,0.2666666666666666,0.562962962962963
Google Photos,Recently changed phone Huawei P20 Lite seems compatible. The strucks time. I double checked many times comparing Google apps. Photos accessing online offline struck lot.,Positive,0.1666666666666666,0.25
Google Photos,"When I bought Android phone. I looking gallery app. But found photo viewing videos. I find great first later Assistant, backups, editing many features made fan.. Honestly gallery app.",Positive,0.43,0.4966666666666667
Google Photos,- GIFs seem able uploaded shared albums - It would great pictures 'Portrait Mode' uploaded shared album format 2 photos normally shown together users gallery - It would useful user could set geo locations removed sharing full image message e.g. Facebook Messenger like sharing via link,Positive,0.42,0.515
Google Photos,I can't begin explain happy I app. It takes regular photos styles automatically. Along plenty great features :). If could give higher 5 stars I would kudos google,Positive,0.47,0.6653846153846154
Google Photos,"It beautiful And well designed, poor execution. Video playback lags stutters. Video often stops voice continues playing. Other 3rd party pay video without issue.",Positive,0.0812499999999999,0.49375
Google Photos,I like stores photos dont really understand else im gadget savvy maybe dum could tutorial something,Positive,0.2,0.2
Google Photos,Hi guys! Can developers provide compatability Hisilicon Kirin devices? My Huawei Mate 10 save videos stabilized google photos Huawei Nova 2 lite runs Snapdragon save stabilized footage. Would really recommend peers incompatability,Positive,0.2,0.2
Google Photos,As much I love I gave 4 stars room improvement. I love rediscover day! Where shows pictures past. I'm glad show every day otherwise would special. But maybe allow user adjust people want see more.,Positive,0.3720238095238095,0.5869047619047619
Google Photos,"I would give 5 stars pictures organized properly date instead jumbled around (i.e. pictures taken Feb 17 organized Feb. 16 Feb. 21 sections, Feb. 17 section found). I noticed occurs moving items trash failing notice change adjust accordingly. Also indication whether item backed (even ""Backup Complete"" notification). It I want archive I find many pictures/videos failed upload even connected WiFi.",Positive,0.0249999999999999,0.325
Google Photos,"I really appreciate thoroughly enjoy ""Google"" putting together photos videos collage reminds special occasions - occurred years ago! In turn, allows share family members friends - many actually included photos videos! Google work me!",Positive,0.3092857142857143,0.3742857142857143
Google Photos,Fabulous keeping back photos...gud thing dat whenever u want see Ur old pcx u watch easily thats feature I love much,Positive,0.2722222222222222,0.4722222222222222
Google Photos,"I love Google products never issues phones, I tried everything back pictures new pixel 2 xl nothing works. I tried EVERYTHING. Making backup pictures software simple. Please fix bug.",Positive,0.1590909090909091,0.3529220779220779
Google Photos,"Perfect circumstances, suggestions, review, collages etc. One thing I clear: can't I share partner account / folder GPhotos Gmail accounts (I already trier 6 7 workarrounds, result). I know known issue work progress (that's I kept rating 5*) year ... news ?",Positive,0.45,0.7944444444444444
Google Photos,"You get ""memories "" make selection photo transfer already made album .. But doesnt let selection automatically goes make new album...why wrong",Negative,-0.1818181818181818,0.6772727272727272
Google Photos,"I love way creates animations, collages libraries photos people take. Has best photography made today. And real deal Google made product amazing! Should built Android phones honestly. I'm happy Google Photos highly competitive Microsoft OneDrive",Positive,0.5683333333333334,0.6066666666666667
Google Photos,"Excellent photo organizer, but I think it could allow us to organize photos through folders, not just albums, so that the gallery itself becomes more organized and easier to find that we look for when we link in another application.",Positive,0.75,0.75
Google Photos,So since last update crashes I even send screenshots. Fix issues I personally happy man reward appropriate amount stars,Positive,0.4333333333333333,0.5222222222222223
Google Photos,"Since updating Samsung 7 active, photos keeps closing. I hate it!",Negative,-0.5666666666666667,0.75
Google Photos,"In comparison default photo installed HTC Moto Android platforms past, I much prefer Google photos. Very fast rendering large image load I'm quite fond various little movies reminders years past. Love",Positive,0.0608482142857142,0.4385714285714285
Google Photos,The custom theme editor inexplicably removed. That favorite part app. Very disappointed.,Negative,-0.3583333333333334,0.9583333333333334
Google Photos,I'm really enjoyed able see I saved years. It also helps get pictures phone's memory way I lose,Positive,0.5,0.6625
Google Photos,"Best part Google Photos unlimited storage space MANY THOUSANDS pictures videos!! It's organized, easily accessible multiple devices, user friendly. Honestly, I'm sure I'd without Google photos.",Positive,0.5052083333333334,0.4273148148148148
Google Photos,My mobile fallen height thought lost pics.but installing gmail got photos back took previous mobile since 2015.very awesome app.install store pics never loose them.thank google,Positive,0.2179487179487179,0.358974358974359
Google Photos,I love app. easy layout alot handy funktions. thing I would like change built-in photo editor could bit detailed.,Positive,0.4833333333333333,0.7708333333333334
Google Photos,I separate My photos videos. Downloading photos Videos headache. Face recognition sorting available without uploading.,Positive,0.4,0.4
Google Photos,"Liked I shown, feel uneasy strangers @ Google acted like peeping tom. Not sure I could feel FREE taking shots anytime anymore",Positive,0.25,0.8296296296296296
Google Photos,"Major slow motion issues. Sometimes slow motion videos play normal speed, sometimes audio, etc. Save bugs sometimes make hang.",Negative,-0.096875,0.4874999999999999
Google Photos,Best thing EVER!! Im love app. I look forward talking bunch pics see amazing things theme. Thanks google i'm forever fan!!!!!,Positive,0.677587890625,0.4999999999999999
Google Photos,"Great problem I try make movie change theme music comes I longer able view movie normally, please fix!!",Positive,0.5114583333333333,0.6749999999999999
Google Photos,In opinion I think excellent save photos cloud. It cool features makes much better. I really recommend Android device iOS,Positive,0.5125000000000001,0.5875
Google Photos,"Deleting photos slow me. I think I large photo library. Also, delete-confirmation pointless already trash folder.",Negative,-0.1119047619047619,0.4428571428571428
Google Photos,I worst experienced version. I would like oldest version. Oldest version creating movie photos showing album experience. Photos filtering movie. But version could filtering movies. Please update filtering version movie version.,Negative,-0.0999999999999999,0.95
Google Photos,The dates consistently incorrect saved pictures arranging incoming photos specific albums user friendly all. Google Drive much user friendly,Positive,0.24,0.315
Google Photos,"I've given Google Photos 5 stars long time now. The main reason because, I've google account sometime many photos I Google Cloud I can't imagine photos unknown cloud storage good enough conscience. So, I highly recommend anyone who's looking storage well go back many years memories lifetime.",Positive,0.2085185185185185,0.4414814814814815
Google Photos,"The best manage photos, videos, never lose Google provides free unlimited storage.",Positive,0.7,0.55
Google Photos,This awesome. I things before. Im new play it. I enjoying every minute. Thank Google,Positive,0.5454545454545454,0.6848484848484849
Google Photos,"There tons cool features including photo editing, organization tools, cool things assistant photos videos. Must anyone iSheep.",Positive,0.35,0.65
Google Photos,"So cool useful, love look backs dates helpful chronologically dated. Very fun see last year years past dated.",Positive,0.1842857142857143,0.2609523809523809
Google Photos,Love app. Just found video Google made depicting son baby 8 years old. I constantly find new collages videos Google makes I love it.,Positive,0.2472727272727272,0.4375757575757576
Google Photos,"The best cloud photo solution.. Unlimited storage, great search / tagging capabilities, ability clear phone storage based backed data.. N free! Can't ask really.",Positive,0.5200000000000001,0.4866666666666667
Google Photos,"I know trying upload last 2 days! Can't stop either! If I force stop app, upload begins soon I open again.. Ridiculous..",Negative,-0.1111111111111111,0.5222222222222223
Google Photos,Great organising photos. The people section seems add new people older photos since activated. Could useful sync contact pictures,Positive,0.3507575757575757,0.3844696969696969
Google Photos,The show third party clicked pics Dark theme added,Negative,-0.075,0.2
Google Photos,What hell wrong app. Stuck opening photos. I bought first Android phone hate it.,Negative,-0.35,0.7111111111111111
Google Photos,I completely love google photos. Whenever I lost phone worry losing photos due fact already backed google photos.,Positive,0.1875,0.4875
